Airline,ORG,DES,Aircraft_Family,Aircraft_Type,June_2019_Flights,June_2019_Seats,June_2019_ASMs,June_2018_Flights,June_2018_Seats,June_2018_ASMs,June_Diff_Flights,June_Diff_Seats,June_Diff_ASMs,June_Rate_Flights,June_Rate_Seats,June_Rate_ASMs
WS,YYJ,YEG,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,12,"2,088","1,119,168",9,"1,566","839,376",3,522,"279,792",33.30%,33.30%,33.30%
WS,YYJ,YEG,DeHavilland Dash-8,DHC-8-400,4,312,"167,232",70,"5,460","2,926,560",-66,"-5,148","-2,759,328",-94.30%,-94.30%,-94.30%
WS,YYJ,YLW,DeHavilland Dash-8,DHC-8-400,62,"4,836","986,544",62,"4,836","986,544",0,0,0,0.00%,0.00%,0.00%
WS,YYJ,YVR,DeHavilland Dash-8,DHC-8-400,151,"11,778","459,342",156,"12,168","474,552",-5,-390,"-15,210",-3.20%,-3.20%,-3.20%
WS,YHZ,LGW,B737 Misc,B737-Max 8 Passenger,31,"5,394","15,507,750",31,"5,394","15,507,750",0,0,0,0.00%,0.00%,0.00%
WS,YYJ,YYC,B737-6/7/8/9,B737-600,37,"4,181","1,893,993",31,"3,503","1,586,859",6,678,"307,134",19.40%,19.40%,19.40%
WS,YYJ,YYC,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,71,"9,514","4,309,842",69,"9,246","4,188,438",2,268,"121,404",2.90%,2.90%,2.90%
WS,YYJ,YYC,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,40,"6,960","3,152,880",50,"8,700","3,941,100",-10,"-1,740","-788,220",-20.00%,-20.00%,-20.00%
WS,YYJ,YYC,DeHavilland Dash-8,DHC-8-400,5,390,"176,670",10,780,"353,340",-5,-390,"-176,670",-50.00%,-50.00%,-50.00%
WS,YYJ,YYZ,B737-6/7/8/9,B737-600,4,452,"949,200",0,0,0,4,452,"949,200",,,
WS,YYJ,YYZ,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,6,804,"1,688,400",10,"1,340","2,814,000",-4,-536,"-1,125,600",-40.00%,-40.00%,-40.00%
WS,YYJ,YYZ,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,8,"1,392","2,923,200",7,"1,218","2,557,800",1,174,"365,400",14.30%,14.30%,14.30%
WS,YYT,DUB,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,0,0,0,31,"4,154","8,515,700",-31,"-4,154","-8,515,700",-100.00%,-100.00%,-100.00%
WS,YYT,MCO,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,5,870,"1,760,880",4,696,"1,408,704",1,174,"352,176",25.00%,25.00%,25.00%
WS,YYT,YEG,B737-6/7/8/9,B737-600,1,113,"297,190",0,0,0,1,113,"297,190",,,
WS,YYT,YEG,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,13,"1,742","4,581,460",0,0,0,13,"1,742","4,581,460",,,
WS,YYT,YHZ,DeHavilland Dash-8,DHC-8-400,124,"9,672","5,309,928",124,"9,672","5,309,928",0,0,0,0.00%,0.00%,0.00%
WS,YHZ,YOW,B737 Misc,B737-Max 8 Passenger,31,"5,394","3,209,430",31,"5,394","3,209,430",0,0,0,0.00%,0.00%,0.00%
WS,YYT,YYC,B737-6/7/8/9,B737-600,1,113,"304,535",0,0,0,1,113,"304,535",,,
WS,YYT,YYC,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,18,"2,412","6,500,340",9,"1,206","3,250,170",9,"1,206","3,250,170",100.00%,100.00%,100.00%
WS,YYT,YYC,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,15,"2,610","7,033,950",34,"5,916","15,943,620",-19,"-3,306","-8,909,670",-55.90%,-55.90%,-55.90%
WS,YOW,YHZ,B737 Misc,B737-Max 8 Passenger,31,"5,394","3,209,430",31,"5,394","3,209,430",0,0,0,0.00%,0.00%,0.00%
WS,YYT,YYZ,B737-6/7/8/9,B737-600,0,0,0,5,565,"747,495",-5,-565,"-747,495",-100.00%,-100.00%,-100.00%
WS,YYT,YYZ,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,75,"10,050","13,296,150",91,"12,194","16,132,662",-16,"-2,144","-2,836,512",-17.60%,-17.60%,-17.60%
WS,YYT,YYZ,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,9,"1,566","2,071,818",2,348,"460,404",7,"1,218","1,611,414",350.00%,350.00%,350.00%
WS,YYZ,ANU,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,4,536,"1,128,280",4,536,"1,128,280",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,AUA,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,4,536,"1,190,992",3,402,"893,244",1,134,"297,748",33.30%,33.30%,33.30%
WS,YYZ,AUA,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,1,174,"386,628",1,174,"386,628",0,0,0,0.00%,0.00%,0.00%
WS,YKF,YYC,B737 Misc,B737-Max 8 Passenger,0,0,0,2,348,"574,200",-2,-348,"-574,200",-100.00%,-100.00%,-100.00%
WS,YYZ,AZS,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,4,536,"952,472",4,536,"952,472",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,BCN,B767,B767-300 winglets Passenger,13,"3,406","13,617,188",0,0,0,13,"3,406","13,617,188",,,
WS,YYZ,BDA,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,5,670,"753,750",4,536,"603,000",1,134,"150,750",25.00%,25.00%,25.00%
WS,YYZ,BDA,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,8,"1,392","1,566,000",9,"1,566","1,761,750",-1,-174,"-195,750",-11.10%,-11.10%,-11.10%
WS,YYC,YKF,B737 Misc,B737-Max 8 Passenger,0,0,0,2,348,"574,200",-2,-348,"-574,200",-100.00%,-100.00%,-100.00%
WS,YYZ,BGI,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,1,134,"324,816",2,268,"649,632",-1,-134,"-324,816",-50.00%,-50.00%,-50.00%
WS,YYZ,BGI,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,13,"2,262","5,483,088",16,"2,784","6,748,416",-3,-522,"-1,265,328",-18.80%,-18.80%,-18.80%
WS,YYZ,BNA,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,0,0,0,5,670,"429,470",-5,-670,"-429,470",-100.00%,-100.00%,-100.00%
WS,YYZ,BNA,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,0,0,0,4,696,"446,136",-4,-696,"-446,136",-100.00%,-100.00%,-100.00%
WS,YYZ,BNA,DeHavilland Dash-8,DHC-8-400,44,"3,432","2,199,912",22,"1,716","1,099,956",22,"1,716","1,099,956",100.00%,100.00%,100.00%
WS,YYZ,BOS,DeHavilland Dash-8,DHC-8-400,93,"7,254","3,235,284",93,"7,254","3,235,284",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,CCC,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,0,0,0,1,134,"195,640",-1,-134,"-195,640",-100.00%,-100.00%,-100.00%
WS,YYZ,CCC,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,5,870,"1,270,200",3,522,"762,120",2,348,"508,080",66.70%,66.70%,66.70%
WS,YVR,YEG,B737 Misc,B737-Max 8 Passenger,8,"1,392","701,568",12,"2,088","1,052,352",-4,-696,"-350,784",-33.30%,-33.30%,-33.30%
WS,YYZ,CUN,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,18,"2,412","3,895,380",13,"1,742","2,813,330",5,670,"1,082,050",38.50%,38.50%,38.50%
WS,YYZ,CUN,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,21,"3,654","5,901,210",30,"5,220","8,430,300",-9,"-1,566","-2,529,090",-30.00%,-30.00%,-30.00%
WS,YOW,YYZ,B737 Misc,B737-Max 8 Passenger,12,"2,088","471,888",17,"2,958","668,508",-5,-870,"-196,620",-29.40%,-29.40%,-29.40%
WS,YYZ,FLL,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,14,"1,876","2,277,464",9,"1,206","1,464,084",5,670,"813,380",55.60%,55.60%,55.60%
WS,YYZ,FLL,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,16,"2,784","3,379,776",22,"3,828","4,647,192",-6,"-1,044","-1,267,416",-27.30%,-27.30%,-27.30%
WS,YVR,YYC,B737 Misc,B737-Max 8 Passenger,9,"1,566","670,248",14,"2,436","1,042,608",-5,-870,"-372,360",-35.70%,-35.70%,-35.70%
WS,YYZ,GCM,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,3,402,"676,566",4,536,"902,088",-1,-134,"-225,522",-25.00%,-25.00%,-25.00%
WS,YYZ,GCM,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,1,174,"292,842",0,0,0,1,174,"292,842",,,
WS,YYZ,KIN,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,1,134,"238,654",0,0,0,1,134,"238,654",,,
WS,YYZ,KIN,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,17,"2,958","5,268,198",14,"2,436","4,338,516",3,522,"929,682",21.40%,21.40%,21.40%
WS,YWG,YYC,B737 Misc,B737-Max 8 Passenger,27,"4,698","3,490,614",32,"5,568","4,137,024",-5,-870,"-646,410",-15.60%,-15.60%,-15.60%
WS,YYZ,LAS,B737-6/7/8/9,B737-600,3,339,"659,016",3,339,"659,016",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,LAS,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,11,"1,474","2,865,456",10,"1,340","2,604,960",1,134,"260,496",10.00%,10.00%,10.00%
WS,YYZ,LAS,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,27,"4,698","9,132,912",56,"9,744","18,942,336",-29,"-5,046","-9,809,424",-51.80%,-51.80%,-51.80%
WS,YYZ,LAX,B737-6/7/8/9,B737-600,5,565,"1,229,440",2,226,"491,776",3,339,"737,664",150.00%,150.00%,150.00%
WS,YYZ,LAX,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,15,"2,010","4,373,760",16,"2,144","4,665,344",-1,-134,"-291,584",-6.30%,-6.30%,-6.30%
WS,YYZ,LAX,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,42,"7,308","15,902,208",44,"7,656","16,659,456",-2,-348,"-757,248",-4.50%,-4.50%,-4.50%
WS,YYZ,LGA,B737-6/7/8/9,B737-600,81,"9,153","3,258,468",77,"8,701","3,097,556",4,452,"160,912",5.20%,5.20%,5.20%
WS,YYZ,LGA,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,68,"9,112","3,243,872",72,"9,648","3,434,688",-4,-536,"-190,816",-5.60%,-5.60%,-5.60%
WS,YYZ,LGA,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,62,"10,788","3,840,528",67,"11,658","4,150,248",-5,-870,"-309,720",-7.50%,-7.50%,-7.50%
WS,YYZ,LGW,B767,B767-300 winglets Passenger,31,"8,122","29,044,272",31,"8,122","29,044,272",0,0,0,0.00%,0.00%,0.00%
WS,YYC,YWG,B737 Misc,B737-Max 8 Passenger,27,"4,698","3,490,614",32,"5,568","4,137,024",-5,-870,"-646,410",-15.60%,-15.60%,-15.60%
WS,YYZ,LIR,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,2,268,"618,008",1,134,"309,004",1,134,"309,004",100.00%,100.00%,100.00%
WS,YYZ,LIR,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,3,522,"1,203,732",3,522,"1,203,732",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YVR,B737 Misc,B737-Max 8 Passenger,9,"1,566","3,265,110",15,"2,610","5,441,850",-6,"-1,044","-2,176,740",-40.00%,-40.00%,-40.00%
WS,YYZ,MBJ,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,3,402,"698,274",9,"1,206","2,094,822",-6,-804,"-1,396,548",-66.70%,-66.70%,-66.70%
WS,YYZ,MBJ,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,30,"5,220","9,067,140",27,"4,698","8,160,426",3,522,"906,714",11.10%,11.10%,11.10%
WS,YOW,YYC,B737 Misc,B737-Max 8 Passenger,8,"1,392","2,497,248",15,"2,610","4,682,340",-7,"-1,218","-2,185,092",-46.70%,-46.70%,-46.70%
WS,YYZ,MCO,B737-6/7/8/9,B737-600,0,0,0,4,452,"477,312",-4,-452,"-477,312",-100.00%,-100.00%,-100.00%
WS,YYZ,MCO,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,3,402,"424,512",7,938,"990,528",-4,-536,"-566,016",-57.10%,-57.10%,-57.10%
WS,YYZ,MCO,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,61,"10,614","11,208,384",63,"10,962","11,575,872",-2,-348,"-367,488",-3.20%,-3.20%,-3.20%
WS,YYZ,MYR,DeHavilland Dash-8,DHC-8-400,9,702,"485,082",9,702,"485,082",0,0,0,0.00%,0.00%,0.00%
WS,YEG,YVR,B737 Misc,B737-Max 8 Passenger,4,696,"350,784",12,"2,088","1,052,352",-8,"-1,392","-701,568",-66.70%,-66.70%,-66.70%
WS,YYZ,NAS,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,6,804,"1,037,964",13,"1,742","2,248,922",-7,-938,"-1,210,958",-53.80%,-53.80%,-53.80%
WS,YYZ,NAS,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,21,"3,654","4,717,314",13,"2,262","2,920,242",8,"1,392","1,797,072",61.50%,61.50%,61.50%
WS,YYZ,PLS,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,4,536,"840,448",4,536,"840,448",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,PLS,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,1,174,"272,832",0,0,0,1,174,"272,832",,,
WS,YYZ,POP,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,5,670,"1,156,420",4,536,"925,136",1,134,"231,284",25.00%,25.00%,25.00%
WS,YYZ,POP,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,9,"1,566","2,702,916",9,"1,566","2,702,916",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,POS,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,17,"2,958","7,480,782",18,"3,132","7,920,828",-1,-174,"-440,046",-5.60%,-5.60%,-5.60%
FI,KEF,YHZ,B737 Misc,B737-Max 8 Passenger,5,800,"1,643,200",17,"2,720","5,586,880",-12,"-1,920","-3,943,680",-70.60%,-70.60%,-70.60%
WS,YYZ,PUJ,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,11,"1,474","2,726,900",6,804,"1,487,400",5,670,"1,239,500",83.30%,83.30%,83.30%
WS,YYZ,PUJ,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,15,"2,610","4,828,500",21,"3,654","6,759,900",-6,"-1,044","-1,931,400",-28.60%,-28.60%,-28.60%
WS,YYZ,PVR,B737-6/7/8/9,B737-600,1,113,"244,645",0,0,0,1,113,"244,645",,,
WS,YYZ,PVR,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,4,696,"1,506,840",4,696,"1,506,840",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,RSW,B737-6/7/8/9,B737-600,4,452,"536,976",1,113,"134,244",3,339,"402,732",300.00%,300.00%,300.00%
WS,YYZ,RSW,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,1,134,"159,192",7,938,"1,114,344",-6,-804,"-955,152",-85.70%,-85.70%,-85.70%
WS,YYZ,RSW,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,12,"2,088","2,480,544",13,"2,262","2,687,256",-1,-174,"-206,712",-7.70%,-7.70%,-7.70%
WS,YYZ,SJO,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,5,670,"1,565,120",4,536,"1,252,096",1,134,"313,024",25.00%,25.00%,25.00%
WS,YYZ,SXM,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,9,"1,566","3,150,792",4,696,"1,400,352",5,870,"1,750,440",125.00%,125.00%,125.00%
WS,YYZ,TPA,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,9,"1,206","1,320,570",7,938,"1,027,110",2,268,"293,460",28.60%,28.60%,28.60%
WS,YYZ,TPA,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,4,696,"762,120",6,"1,044","1,143,180",-2,-348,"-381,060",-33.30%,-33.30%,-33.30%
WS,YYZ,UVF,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,0,0,0,1,134,"313,694",-1,-134,"-313,694",-100.00%,-100.00%,-100.00%
WS,YYZ,UVF,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,4,696,"1,629,336",3,522,"1,222,002",1,174,"407,334",33.30%,33.30%,33.30%
WS,YYZ,VRA,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,2,268,"380,560",5,670,"951,400",-3,-402,"-570,840",-60.00%,-60.00%,-60.00%
WS,YYZ,VRA,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,12,"2,088","2,964,960",8,"1,392","1,976,640",4,696,"988,320",50.00%,50.00%,50.00%
WS,YYZ,YDF,B737-6/7/8/9,B737-600,2,226,"253,798",2,226,"253,798",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YDF,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,24,"3,216","3,611,568",24,"3,216","3,611,568",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YDF,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,36,"6,264","7,034,472",36,"6,264","7,034,472",0,0,0,0.00%,0.00%,0.00%
FI,YHZ,KEF,B737 Misc,B737-Max 8 Passenger,5,800,"1,643,200",17,"2,720","5,586,880",-12,"-1,920","-3,943,680",-70.60%,-70.60%,-70.60%
WS,YYZ,YEG,B737-6/7/8/9,B737-600,14,"1,582","2,651,432",15,"1,695","2,840,820",-1,-113,"-189,388",-6.70%,-6.70%,-6.70%
WS,YYZ,YEG,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,77,"10,318","17,292,968",88,"11,792","19,763,392",-11,"-1,474","-2,470,424",-12.50%,-12.50%,-12.50%
WS,YYZ,YEG,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,118,"20,532","34,411,632",125,"21,750","36,453,000",-7,"-1,218","-2,041,368",-5.60%,-5.60%,-5.60%
WS,YYZ,YEG,B767,B767-300 winglets Passenger,5,"1,310","2,195,560",0,0,0,5,"1,310","2,195,560",,,
WS,YYZ,YFC,DeHavilland Dash-8,DHC-8-400,62,"4,836","3,196,596",62,"4,836","3,196,596",0,0,0,0.00%,0.00%,0.00%
WS,YYC,YOW,B737 Misc,B737-Max 8 Passenger,20,"3,480","6,243,120",32,"5,568","9,988,992",-12,"-2,088","-3,745,872",-37.50%,-37.50%,-37.50%
WS,YYZ,YHZ,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,106,"14,204","11,391,608",100,"13,400","10,746,800",6,804,"644,808",6.00%,6.00%,6.00%
WS,YYZ,YHZ,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,6,"1,044","837,288",24,"4,176","3,349,152",-18,"-3,132","-2,511,864",-75.00%,-75.00%,-75.00%
WS,YYC,YVR,B737 Misc,B737-Max 8 Passenger,12,"2,088","893,664",26,"4,524","1,936,272",-14,"-2,436","-1,042,608",-53.80%,-53.80%,-53.80%
WS,YYZ,YLW,B737-6/7/8/9,B737-600,4,452,"863,320",7,791,"1,510,810",-3,-339,"-647,490",-42.90%,-42.90%,-42.90%
WS,YYZ,YLW,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,38,"5,092","9,725,720",63,"8,442","16,124,220",-25,"-3,350","-6,398,500",-39.70%,-39.70%,-39.70%
WS,YYZ,YLW,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,6,"1,044","1,994,040",0,0,0,6,"1,044","1,994,040",,,
WS,YYZ,YMM,B737-6/7/8/9,B737-600,0,0,0,1,113,"185,546",-1,-113,"-185,546",-100.00%,-100.00%,-100.00%
WS,YYZ,YMM,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,0,0,0,29,"3,886","6,380,812",-29,"-3,886","-6,380,812",-100.00%,-100.00%,-100.00%
WS,YYZ,YMM,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,0,0,0,1,174,"285,708",-1,-174,"-285,708",-100.00%,-100.00%,-100.00%
WS,YYZ,YOW,B737-6/7/8/9,B737-600,17,"1,921","434,146",0,0,0,17,"1,921","434,146",,,
WS,YYZ,YOW,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,26,"3,484","787,384",14,"1,876","423,976",12,"1,608","363,408",85.70%,85.70%,85.70%
WS,YYZ,YOW,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,10,"1,740","393,240",9,"1,566","353,916",1,174,"39,324",11.10%,11.10%,11.10%
WS,YYZ,YOW,DeHavilland Dash-8,DHC-8-400,286,"22,308","5,041,608",356,"27,768","6,275,568",-70,"-5,460","-1,233,960",-19.70%,-19.70%,-19.70%
WS,YYZ,YQB,DeHavilland Dash-8,DHC-8-400,93,"7,254","3,300,570",93,"7,254","3,300,570",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YQM,DeHavilland Dash-8,DHC-8-400,93,"7,254","5,447,754",94,"7,332","5,506,332",-1,-78,"-58,578",-1.10%,-1.10%,-1.10%
WS,YYZ,YQR,B737-6/7/8/9,B737-600,9,"1,017","1,284,471",2,226,"285,438",7,791,"999,033",350.00%,350.00%,350.00%
WS,YYZ,YQR,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,16,"2,144","2,707,872",17,"2,278","2,877,114",-1,-134,"-169,242",-5.90%,-5.90%,-5.90%
WS,YYZ,YQR,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,19,"3,306","4,175,478",26,"4,524","5,713,812",-7,"-1,218","-1,538,334",-26.90%,-26.90%,-26.90%
WS,YYZ,YQT,DeHavilland Dash-8,DHC-8-400,88,"6,864","3,898,752",89,"6,942","3,943,056",-1,-78,"-44,304",-1.10%,-1.10%,-1.10%
AC,DUB,YUL,B737 Misc,B737-Max 8 Passenger,0,0,0,18,"3,042","9,046,908",-18,"-3,042","-9,046,908",-100.00%,-100.00%,-100.00%
WS,YYZ,YQY,B737-6/7/8/9,B737-600,9,"1,017","989,541",9,"1,017","989,541",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YQY,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,7,938,"912,674",2,268,"260,764",5,670,"651,910",250.00%,250.00%,250.00%
WS,YYZ,YQY,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,6,"1,044","1,015,812",20,"3,480","3,386,040",-14,"-2,436","-2,370,228",-70.00%,-70.00%,-70.00%
WS,YYZ,YSB,DeHavilland Dash-8,DHC-8-400,0,0,0,89,"6,942","1,464,762",-89,"-6,942","-1,464,762",-100.00%,-100.00%,-100.00%
AC,YUL,DUB,B737 Misc,B737-Max 8 Passenger,0,0,0,18,"3,042","9,046,908",-18,"-3,042","-9,046,908",-100.00%,-100.00%,-100.00%
WS,YYZ,YUL,B737-6/7/8/9,B737-600,11,"1,243","391,545",15,"1,695","533,925",-4,-452,"-142,380",-26.70%,-26.70%,-26.70%
WS,YYZ,YUL,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,21,"2,814","886,410",10,"1,340","422,100",11,"1,474","464,310",110.00%,110.00%,110.00%
WS,YYZ,YUL,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,14,"2,436","767,340",4,696,"219,240",10,"1,740","548,100",250.00%,250.00%,250.00%
WS,YYZ,YUL,DeHavilland Dash-8,DHC-8-400,331,"25,818","8,132,670",385,"30,030","9,459,450",-54,"-4,212","-1,326,780",-14.00%,-14.00%,-14.00%
WS,YVR,YYZ,B737 Misc,B737-Max 8 Passenger,8,"1,392","2,902,320",27,"4,698","9,795,330",-19,"-3,306","-6,893,010",-70.40%,-70.40%,-70.40%
WS,YYZ,YVR,B737-6/7/8/9,B737-600,24,"2,712","5,654,520",10,"1,130","2,356,050",14,"1,582","3,298,470",140.00%,140.00%,140.00%
WS,YYZ,YVR,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,150,"20,100","41,908,500",185,"24,790","51,687,150",-35,"-4,690","-9,778,650",-18.90%,-18.90%,-18.90%
WS,YYZ,YVR,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,157,"27,318","56,958,030",130,"22,620","47,162,700",27,"4,698","9,795,330",20.80%,20.80%,20.80%
AC,SFO,YYZ,B737 Misc,B737-Max 8 Passenger,0,0,0,89,"15,041","33,992,660",-89,"-15,041","-33,992,660",-100.00%,-100.00%,-100.00%
WS,YYZ,YWG,B737-6/7/8/9,B737-600,22,"2,486","2,326,896",32,"3,616","3,384,576",-10,"-1,130","-1,057,680",-31.30%,-31.30%,-31.30%
WS,YYZ,YWG,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,76,"10,184","9,532,224",124,"16,616","15,552,576",-48,"-6,432","-6,020,352",-38.70%,-38.70%,-38.70%
WS,YYZ,YWG,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,47,"8,178","7,654,608",50,"8,700","8,143,200",-3,-522,"-488,592",-6.00%,-6.00%,-6.00%
WS,YYZ,YXE,B737-6/7/8/9,B737-600,12,"1,356","1,865,856",12,"1,356","1,865,856",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YXE,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,27,"3,618","4,978,368",28,"3,752","5,162,752",-1,-134,"-184,384",-3.60%,-3.60%,-3.60%
WS,YYZ,YXE,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,14,"2,436","3,351,936",14,"2,436","3,351,936",0,0,0,0.00%,0.00%,0.00%
WS,YYZ,YXU,DeHavilland Dash-8,DHC-8-400,93,"7,254","645,606",62,"4,836","430,404",31,"2,418","215,202",50.00%,50.00%,50.00%
AC,YYZ,SFO,B737 Misc,B737-Max 8 Passenger,0,0,0,120,"20,280","45,832,800",-120,"-20,280","-45,832,800",-100.00%,-100.00%,-100.00%
WS,YYZ,YYC,B737-6/7/8/9,B737-600,15,"1,695","2,840,820",7,791,"1,325,716",8,904,"1,515,104",114.30%,114.30%,114.30%
WS,YYZ,YYC,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,137,"18,358","30,768,008",171,"22,914","38,403,864",-34,"-4,556","-7,635,856",-19.90%,-19.90%,-19.90%
WS,YYZ,YYC,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,115,"20,010","33,536,760",152,"26,448","44,326,848",-37,"-6,438","-10,790,088",-24.30%,-24.30%,-24.30%
WS,YYZ,YYC,B787,B787-9,23,"7,360","12,335,360",0,0,0,23,"7,360","12,335,360",,,
AC,LAX,YYZ,B737 Misc,B737-Max 8 Passenger,0,0,0,124,"20,956","45,600,256",-124,"-20,956","-45,600,256",-100.00%,-100.00%,-100.00%
WS,YYZ,YYG,B737-6/7/8/9,B737-600,1,113,"93,451",10,"1,130","934,510",-9,"-1,017","-841,059",-90.00%,-90.00%,-90.00%
WS,YYZ,YYG,B737-6/7/8/9,B737-700 Winglets Pax/BBJ1,25,"3,350","2,770,450",16,"2,144","1,773,088",9,"1,206","997,362",56.30%,56.30%,56.30%
WS,YYZ,YYG,B737-6/7/8/9,B737-800 Winglets Pax/BBJ2,36,"6,264","5,180,328",41,"7,134","5,899,818",-5,-870,"-719,490",-12.20%,-12.20%,-12.20%
WS,YYZ,YYJ,B737-6/7/8/9,B737-600,6,678,"1,423,800",3,339,"711,900",3,339,"711,900",100.00%,100.00%,100.00%
